museo	nazione	licenza	tipo	anno	nopere
Bitoteko (Federación Española de Esperanto = Hispana Esperanto-Federacio)	spain	http://creativecommons.org/licenses/by-nc-nd/3.0/	IMAGE	2016	302
Bitoteko (Federación Española de Esperanto = Hispana Esperanto-Federacio)	spain	http://creativecommons.org/licenses/by-sa/3.0/	TEXT	2016	1
Bitoteko (Federación Española de Esperanto = Hispana Esperanto-Federacio)	spain	http://creativecommons.org/licenses/by-nc-sa/3.0/	TEXT	2016	1
Bitoteko (Federación Española de Esperanto = Hispana Esperanto-Federacio)	spain	http://creativecommons.org/licenses/by/3.0/	TEXT	2016	1
Miskolci Nemzeti Színház	hungary	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	4335
Miskolci Nemzeti Színház	hungary	http://www.europeana.eu/rights/rr-p/	IMAGE	2016	69
Royal Albert Memorial Museum	united kingdom	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	3447
Royal Albert Memorial Museum	united kingdom	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	930
Biblioteca Digital AECID	spain	http://www.europeana.eu/rights/rr-f/	TEXT	2015	2633
Biblioteca Digital AECID	spain	http://www.europeana.eu/rights/rr-f/	TEXT	2016	840
Biblioteca Digital AECID	spain	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	219
Biblioteca Digital AECID	spain	http://www.europeana.eu/rights/rr-f/	SOUND	2015	382
Biblioteca Digital AECID	spain	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	1
Biblioteca Digital AECID	spain	http://www.europeana.eu/rights/rr-f/	VIDEO	2015	2
Biblioteca Digital AECID	spain	http://www.europeana.eu/rights/rr-f/	SOUND	2016	282
Biblioteca Digital AECID	spain	http://www.europeana.eu/rights/rr-f/	VIDEO	2016	3
Dichter- und Stadtmuseum Liestal	switzerland	http://creativecommons.org/licenses/by-nc-sa/4.0/	IMAGE	2015	4348
Consiglio nazionale delle ricerche	italy	http://www.europeana.eu/rights/rr-r/	TEXT	2015	112602
Eesti Tarbekunsti- ja Disainimuuseum	estonia	http://creativecommons.org/publicdomain/zero/1.0/	IMAGE	2014	4326
Herr Zopfs Friseurmuseum	germany	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	4269
Tyne and Wear Imagine	united kingdom	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	4238
Frauenforschungs-, -bildungs- und -informationszentrum FFBIZ e.V.	germany	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	4192
Museum Europäischer Kulturen, Staatliche Museen zu Berlin	germany	http://creativecommons.org/licenses/by-nc-sa/3.0/	IMAGE	2016	4151
Drents Museum	netherlands	http://creativecommons.org/licenses/by-nc-nd/3.0/	IMAGE	2014	2053
Drents Museum	netherlands	http://creativecommons.org/licenses/by-nc/3.0/nl/	IMAGE	2015	961
Drents Museum	netherlands	http://creativecommons.org/licenses/by-nc-nd/3.0/	IMAGE	2015	1085
Fondo Fotográfico de la Universidad de Navarra	spain	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2016	4079
Royal Belgian Institute of Natural Sciences	belgium	http://creativecommons.org/licenses/by-sa/3.0/	IMAGE	2014	4074
Natural History Museum of Crete - University of Crete	europe	http://creativecommons.org/licenses/by-nc-nd/3.0/	IMAGE	2015	3840
Natural History Museum of Crete - University of Crete	europe	http://creativecommons.org/licenses/by-nc-nd/3.0/	TEXT	2015	157
Natural History Museum of Crete - University of Crete	europe	http://creativecommons.org/licenses/by-nc-nd/3.0/	VIDEO	2015	13
HeNAA	greece	http://www.europeana.eu/rights/rr-f/	VIDEO	2014	3999
University of Patras	greece	http://creativecommons.org/licenses/by-nc/3.0/	TEXT	2015	91243
University of Patras	greece	http://creativecommons.org/licenses/by-sa/4.0/	TEXT	2015	10714
University of Patras	greece	http://creativecommons.org/licenses/by-nc/3.0/	TEXT	2014	10618
Provinciaal Gallo-Romeins Museum, Tongeren	belgium	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	3965
National Library of Scotland	united kingdom	http://creativecommons.org/licenses/by-nc-sa/4.0/	IMAGE	2015	208
National Library of Scotland	united kingdom	http://creativecommons.org/licenses/by-nc-sa/4.0/	IMAGE	2014	1978
National Library of Scotland	united kingdom	http://www.europeana.eu/rights/rr-f/	VIDEO	2014	1333
National Library of Scotland	united kingdom	http://www.europeana.eu/rights/rr-f/	VIDEO	2016	441
Latvijas laikmetīgās mākslas centrs (LCCA)	latvia	http://www.europeana.eu/rights/rr-f/	VIDEO	2015	105
Latvijas laikmetīgās mākslas centrs (LCCA)	latvia	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	3833
Amadís	spain	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2015	3848
Amadís	spain	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2016	50
Biblioteca Digital de la Región de Murcia	spain	http://www.europeana.eu/rights/rr-f/	TEXT	2016	1080
Biblioteca Digital de la Región de Murcia	spain	http://www.europeana.eu/rights/rr-f/	TEXT	2015	452
Biblioteca Digital de la Región de Murcia	spain	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	1413
Biblioteca Digital de la Región de Murcia	spain	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	909
Culture Grid	united kingdom	http://creativecommons.org/licenses/by/3.0/	IMAGE	2013	2894
Culture Grid	united kingdom	http://creativecommons.org/licenses/by/3.0/	IMAGE	2014	936
RoerNet (roernet.nl)	netherlands	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	3815
The Romanian Academy Library	romania	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2014	350
The Romanian Academy Library	romania	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2015	3462
Oberösterreichische Landesbibliothek	austria	http://creativecommons.org/licenses/by-sa/3.0/	TEXT	2016	3733
Oberösterreichische Landesbibliothek	austria	http://www.europeana.eu/rights/unknown/	TEXT	2016	5
Oberösterreichische Landesbibliothek	austria	http://creativecommons.org/licenses/by-sa/3.0/	TEXT	2013	33
Aarhus Stadsarkiv	denmark	http://creativecommons.org/licenses/by-nc-nd/1.0/	IMAGE	2015	3753
Archiv der sozialen Demokratie (AdsD)	germany	http://www.europeana.eu/rights/rr-r/	IMAGE	2015	94822
Archiv der sozialen Demokratie (AdsD)	germany	http://www.europeana.eu/rights/unknown/	IMAGE	2015	10694
Archiv der sozialen Demokratie (AdsD)	germany	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	88
Archiv der sozialen Demokratie (AdsD)	germany	http://www.europeana.eu/rights/unknown/	IMAGE	2013	38
Archiv der sozialen Demokratie (AdsD)	germany	http://www.europeana.eu/rights/rr-f/	IMAGE	2013	1
Archiv der sozialen Demokratie (AdsD)	germany	http://www.europeana.eu/rights/rr-r/	IMAGE	2013	1
Archiv der sozialen Demokratie (AdsD)	germany	http://www.europeana.eu/rights/unknown/	IMAGE	2014	4153
Archiv der sozialen Demokratie (AdsD)	germany	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	2053
Nordfjord Folkemuseum	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	531
Nordfjord Folkemuseum	norway	http://www.europeana.eu/rights/rr-f/	VIDEO	2014	2
Nordfjord Folkemuseum	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2013	1
Nordfjord Folkemuseum	norway	http://www.europeana.eu/rights/rr-f/	TEXT	2013	18
Nordfjord Folkemuseum	norway	http://creativecommons.org/licenses/by-sa/3.0/	IMAGE	2016	73
Nordfjord Folkemuseum	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	131
Nordfjord Folkemuseum	norway	http://creativecommons.org/licenses/by-sa/3.0/	IMAGE	2015	99
Nordfjord Folkemuseum	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	17
Nordfjord Folkemuseum	norway	http://creativecommons.org/licenses/by-sa/3.0/	IMAGE	2014	2845
Nordfjord Folkemuseum	norway	http://www.europeana.eu/rights/rr-f/	TEXT	2015	1
Magyar Nemzeti Múzeum - Budapest	hungary	http://creativecommons.org/licenses/by-nc-nd/4.0/	IMAGE	2016	3299
Magyar Nemzeti Múzeum - Budapest	hungary	http://creativecommons.org/licenses/by-nc-nd/4.0/	TEXT	2016	309
Magyar Nemzeti Múzeum - Budapest	hungary	http://creativecommons.org/licenses/by-nc-nd/4.0/	_3D	2016	72
Zentral- und Landesbibliothek Berlin	germany	http://www.europeana.eu/rights/rr-f/	SOUND	2014	62
Zentral- und Landesbibliothek Berlin	germany	http://www.europeana.eu/rights/rr-f/	TEXT	2014	288
Zentral- und Landesbibliothek Berlin	germany	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2014	743
Zentral- und Landesbibliothek Berlin	germany	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2014	983
Zentral- und Landesbibliothek Berlin	germany	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	1596
Munchmuseet (The Munch Museum)	norway	http://creativecommons.org/licenses/by-nc-sa/4.0/	TEXT	2016	3665
Magyar Kereskedelmi és Vendéglátóipari Múzeum 	hungary	http://creativecommons.org/licenses/by-nc-sa/4.0/	IMAGE	2015	592
Magyar Kereskedelmi és Vendéglátóipari Múzeum 	hungary	http://creativecommons.org/licenses/by-nc-nd/4.0/	IMAGE	2015	344
Magyar Kereskedelmi és Vendéglátóipari Múzeum 	hungary	http://creativecommons.org/licenses/by-nc-nd/4.0/	IMAGE	2016	83
Magyar Kereskedelmi és Vendéglátóipari Múzeum 	hungary	http://creativecommons.org/licenses/by-nc-sa/4.0/	IMAGE	2016	2618
VMA	finland	http://www.europeana.eu/rights/rr-f/	TEXT	2015	2655
VMA	finland	http://creativecommons.org/publicdomain/zero/1.0/	TEXT	2015	966
Göcseji Múzeum	hungary	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	3616
Fondazione Barbanera 1762	italy	http://creativecommons.org/licenses/by-nc-nd/4.0/	TEXT	2015	3586
Fundação Portuguesa das Comunicações	portugal	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	3576
OMA	finland	http://www.europeana.eu/rights/rr-f/	TEXT	2015	2547
OMA	finland	http://creativecommons.org/publicdomain/zero/1.0/	TEXT	2015	1003
Audiovisual Library of the European Commission	europe	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	43974
Audiovisual Library of the European Commission	europe	http://www.europeana.eu/rights/rr-f/	VIDEO	2014	1255
Audiovisual Library of the European Commission	europe	http://www.europeana.eu/rights/rr-f/	VIDEO	2016	19937
Audiovisual Library of the European Commission	europe	http://www.europeana.eu/rights/rr-f/	VIDEO	2013	3612
Audiovisual Library of the European Commission	europe	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	10515
Audiovisual Library of the European Commission	europe	http://www.europeana.eu/rights/rr-f/	IMAGE	2013	27868
Universitat Pompeu Fabra	spain	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2015	2541
Universitat Pompeu Fabra	spain	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2014	1000
Schola Graphidis Art Collection. Hungarian University of Fine Arts - High School of Visual Arts, Budapest	hungary	http://creativecommons.org/licenses/by-nc-nd/3.0/	IMAGE	2015	3527
Schola Graphidis Art Collection. Hungarian University of Fine Arts - High School of Visual Arts, Budapest	hungary	http://creativecommons.org/licenses/by-nc-nd/3.0/	IMAGE	2016	1
University of Illinois Urbana Champaign	europe	http://www.europeana.eu/rights/rr-f/	TEXT	2015	3512
Turaidas muzejrezervāts	latvia	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	1435
Turaidas muzejrezervāts	latvia	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	2072
Pamiatkový úrad Slovenskej republiky	slovakia	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	1039
Pamiatkový úrad Slovenskej republiky	slovakia	http://www.europeana.eu/rights/rr-f/	TEXT	2014	2414
Benaki Museum / Μουσείο Μπενάκη	greece	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	3444
Università degli Studi di Padova	italy	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	2092
Università degli Studi di Padova	italy	http://www.europeana.eu/rights/rr-f/	TEXT	2015	1348
Fundação Calouste Gulbenkian - Portugal	portugal	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	1
Fundação Calouste Gulbenkian - Portugal	portugal	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2016	1
Fundação Calouste Gulbenkian - Portugal	portugal	http://creativecommons.org/licenses/by/3.0/	VIDEO	2015	176
Fundação Calouste Gulbenkian - Portugal	portugal	http://creativecommons.org/licenses/by/3.0/	IMAGE	2015	2605
Fundação Calouste Gulbenkian - Portugal	portugal	http://creativecommons.org/licenses/by/3.0/	TEXT	2015	632
Slottsfjellsmuseet	norway	http://creativecommons.org/licenses/by-sa/3.0/	IMAGE	2015	1993
Slottsfjellsmuseet	norway	http://creativecommons.org/licenses/by-sa/3.0/	IMAGE	2014	1210
Slottsfjellsmuseet	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	2
Slottsfjellsmuseet	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	21
Slottsfjellsmuseet	norway	http://creativecommons.org/licenses/by-sa/3.0/	IMAGE	2016	136
Thorma János Múzeum - Kiskunhalas	hungary	http://creativecommons.org/licenses/by-nc-nd/4.0/	IMAGE	2016	3281
EuroPhoto DPA provider	germany	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	104910
Deutsche Nationalbibliothek	germany	http://creativecommons.org/publicdomain/mark/1.0/	SOUND	2016	364
Deutsche Nationalbibliothek	germany	http://creativecommons.org/licenses/by-nc-sa/4.0/	IMAGE	2014	2747
Deutsche Nationalbibliothek	germany	http://creativecommons.org/publicdomain/mark/1.0/	SOUND	2015	162
Rørosmuseet	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	3005
Rørosmuseet	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	11
Rørosmuseet	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	240
Rørosmuseet	norway	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2014	6
Bodleian Libraries, Oxford University	united kingdom	http://www.europeana.eu/rights/rr-f/	TEXT	2015	3243
Försvarsmuseum Boden	sweden	http://creativecommons.org/licenses/by-nc-sa/2.5/	IMAGE	2014	3227
Försvarsmuseum Boden	sweden	http://creativecommons.org/licenses/by-nc-sa/2.5/	TEXT	2014	1
Stichting Liemers Museum	netherlands	http://creativecommons.org/licenses/by/3.0/	IMAGE	2015	3212
Arkeologisk museum, Stavanger	norway	http://creativecommons.org/licenses/by/3.0/	IMAGE	2014	2128
Arkeologisk museum, Stavanger	norway	http://creativecommons.org/licenses/by/3.0/	IMAGE	2016	1060
Missouri Botanical Garden	europe	http://www.europeana.eu/rights/rr-f/	TEXT	2015	3181
Kärtner Landesarchiv	austria	http://www.europeana.eu/rights/rr-f/	TEXT	2014	1
Kärtner Landesarchiv	austria	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	3157
Eesti Tuletõrjemuuseum	estonia	http://creativecommons.org/publicdomain/zero/1.0/	IMAGE	2015	3106
Museu Nacional d'Art de Catalunya	spain	http://creativecommons.org/licenses/by-nc-nd/3.0/	IMAGE	2014	1955
Museu Nacional d'Art de Catalunya	spain	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	127
Museu Nacional d'Art de Catalunya	spain	http://creativecommons.org/licenses/by-nc-nd/3.0/	IMAGE	2015	1003
Interkommunalt arkiv for Møre og Romsdal IKS	norway	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2014	105083
Danish Broadcasting Corporation	denmark	http://www.europeana.eu/rights/rr-f/	VIDEO	2014	3009
Lietuvos dailės muziejus	lithuania	http://creativecommons.org/licenses/by/4.0/	IMAGE	2016	2979
Aveiro City Museum	portugal	http://creativecommons.org/licenses/by/3.0/	IMAGE	2014	2967
Museum of English Rural Life, Univesity of Reading	united kingdom	http://creativecommons.org/licenses/by-nc-sa/3.0/	IMAGE	2016	2963
Ventspils muzejs	latvia	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	1551
Ventspils muzejs	latvia	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	1405
Svenska litteratursällskapet i Finland	finland	http://www.europeana.eu/rights/rr-f/	SOUND	2013	183
Svenska litteratursällskapet i Finland	finland	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2013	2710
Svenska litteratursällskapet i Finland	finland		TEXT	2014	1
Svenska litteratursällskapet i Finland	finland	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2013	37
Universitat de Lleida	spain	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2015	2915
Bibliothèque de Documentation Internationale Contemporaine (BDIC)	france	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	290
Bibliothèque de Documentation Internationale Contemporaine (BDIC)	france	http://www.europeana.eu/rights/rr-f/	TEXT	2015	1295
Bibliothèque de Documentation Internationale Contemporaine (BDIC)	france	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2015	567
Bibliothèque de Documentation Internationale Contemporaine (BDIC)	france	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2015	32
Bibliothèque de Documentation Internationale Contemporaine (BDIC)	france	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2014	102
Bibliothèque de Documentation Internationale Contemporaine (BDIC)	france	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	602
Malmö stadsarkiv	sweden	http://www.europeana.eu/rights/rr-p/	TEXT	2015	2645
Malmö stadsarkiv	sweden	http://creativecommons.org/publicdomain/zero/1.0/	TEXT	2015	206
Malmö stadsarkiv	sweden	http://creativecommons.org/publicdomain/zero/1.0/	TEXT	2014	24
MUDE - Museu do Design e da Moda, Colecção Francisco Capelo	portugal	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	2198
MUDE - Museu do Design e da Moda, Colecção Francisco Capelo	portugal	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	652
MUDE - Museu do Design e da Moda, Colecção Francisco Capelo	portugal	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	5
The Wellcome Library	united kingdom	http://www.europeana.eu/rights/rr-f/	VIDEO	2016	254
The Wellcome Library	united kingdom	http://creativecommons.org/licenses/by/4.0/	IMAGE	2014	80958
The Wellcome Library	united kingdom	http://creativecommons.org/licenses/by-nc-nd/4.0/	IMAGE	2014	21431
The Wellcome Library	united kingdom	http://creativecommons.org/licenses/by-nc-nd/4.0/	VIDEO	2016	390
SNM - Múzeum Červený Kameň v Častej	slovakia	http://www.europeana.eu/rights/unknown/	IMAGE	2014	2841
Diputació de Barcelona	spain	http://www.europeana.eu/rights/rr-f/	TEXT	2015	394
Diputació de Barcelona	spain	http://www.europeana.eu/rights/rr-f/	VIDEO	2015	40
Diputació de Barcelona	spain	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	2327
Eesti Piimandusmuuseum	estonia	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	2752
Centro Teatro Ateneo, University of Rome La Sapienza, UNIROMA, Italia	italy	http://www.europeana.eu/rights/rr-r/	SOUND	2015	61
Centro Teatro Ateneo, University of Rome La Sapienza, UNIROMA, Italia	italy	http://www.europeana.eu/rights/rr-r/	VIDEO	2015	2688
Norges Olympiske Museum	norway	http://www.europeana.eu/rights/rr-f/	VIDEO	2014	1
Norges Olympiske Museum	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	2696
Norges Olympiske Museum	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	3
Mezőkövesdi Közkincs-Tár Nonprofit Kft.	hungary	http://creativecommons.org/licenses/by-nc-nd/4.0/	IMAGE	2016	2686
National Museum of Natural History - University of Lisbon	europe	http://creativecommons.org/licenses/by-nc-nd/3.0/	IMAGE	2015	1930
National Museum of Natural History - University of Lisbon	europe	http://creativecommons.org/licenses/by-nc-nd/3.0/	SOUND	2015	30
National Museum of Natural History - University of Lisbon	europe	http://creativecommons.org/licenses/by-nc-nd/3.0/	TEXT	2015	577
National Museum of Natural History - University of Lisbon	europe	http://creativecommons.org/licenses/by-nc-nd/3.0/	_3D	2015	32
